,period,company,tickers,indicator,unit,amount
155591,2015 Q1,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"762,100,000"
155600,2015 Q2,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"810,000,000"
155609,2015 Q3,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"880,800,000"
155619,2015 Q4,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"926,800,000"
155628,2016 Q1,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"775,100,000"
155637,2016 Q2,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"751,700,000"
155646,2016 Q3,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"835,400,000"
155656,2016 Q4,"SKYWORKS SOLUTIONS, INC.",SWKS,Final Revenue,US Dollar,"914,300,000"
155793,2015 Q1,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"13,071,000"
155795,2015 Q2,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"10,437,000"
155798,2015 Q3,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"9,025,000"
155805,2015 Q4,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"15,165,000"
155809,2016 Q1,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"10,359,000"
155814,2016 Q2,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"8,494,000"
155818,2016 Q3,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"10,927,000"
155826,2016 Q4,"Smart Sand, Inc.",SND,Final Revenue,US Dollar,"29,451,000"
155833,2014 Q1,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"8,449,000"
155842,2014 Q2,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"8,528,000"
155851,2014 Q3,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"9,448,000"
155860,2014 Q4,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"10,554,000"
155870,2015 Q1,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"10,529,000"
155879,2015 Q2,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"9,386,000"
155888,2015 Q3,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"9,586,000"
155897,2015 Q4,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"10,006,000"
155907,2016 Q1,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"7,214,000"
155916,2016 Q2,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"7,459,000"
155925,2016 Q3,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"6,478,000"
155934,2016 Q4,SMITH MICRO SOFTWARE INC,SMSI,Final Revenue,US Dollar,"7,084,000"
155944,2014 Q1,SMTC CORP,SMTX,Final Revenue,US Dollar,"58,023,000"
155954,2014 Q2,SMTC CORP,SMTX,Final Revenue,US Dollar,"57,984,000"
155964,2014 Q3,SMTC CORP,SMTX,Final Revenue,US Dollar,"55,528,000"
155974,2014 Q4,SMTC CORP,SMTX,Final Revenue,US Dollar,"57,042,000"
155984,2015 Q1,SMTC CORP,SMTX,Final Revenue,US Dollar,"48,714,000"
155993,2015 Q2,SMTC CORP,SMTX,Final Revenue,US Dollar,"57,741,000"
156002,2015 Q3,SMTC CORP,SMTX,Final Revenue,US Dollar,"53,425,000"
156009,2015 Q4,SMTC CORP,SMTX,Final Revenue,US Dollar,"60,736,000"
156017,2016 Q1,SMTC CORP,SMTX,Final Revenue,US Dollar,"41,920,000"
156026,2016 Q2,SMTC CORP,SMTX,Final Revenue,US Dollar,"43,615,000"
156035,2016 Q3,SMTC CORP,SMTX,Final Revenue,US Dollar,"42,683,000"
156044,2016 Q4,SMTC CORP,SMTX,Final Revenue,US Dollar,"39,650,000"
156054,2014 Q1,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"553,677"
156063,2014 Q2,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"276,934"
156072,2014 Q3,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"663,144"
156081,2014 Q4,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"3,626,588"
156091,2015 Q1,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"4,021,284"
156100,2015 Q2,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"10,761,573"
156109,2015 Q3,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"7,390,238"
156118,2015 Q4,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"8,121,070"
156128,2016 Q1,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"5,469,335"
156137,2016 Q2,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"9,249,410"
156146,2016 Q3,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"9,530,842"
156155,2016 Q4,"SOCIAL REALITY, Inc.",SRAX,Final Revenue,US Dollar,"11,513,460"
156165,2014 Q1,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"3,795,339"
156174,2014 Q2,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"4,391,072"
156183,2014 Q3,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"4,921,596"
156192,2014 Q4,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"3,912,747"
156202,2015 Q1,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"4,005,744"
156211,2015 Q2,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"4,485,253"
156220,2015 Q3,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"4,517,898"
156229,2015 Q4,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"5,391,287"
156239,2016 Q1,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"5,043,786"
156248,2016 Q2,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"5,211,742"
156257,2016 Q3,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"5,102,130"
156266,2016 Q4,"SOCKET MOBILE, INC.",SCKT,Final Revenue,US Dollar,"5,429,930"
156276,2014 Q1,SOHU COM INC,SOHU,Final Revenue,US Dollar,"365,315,000"
156284,2014 Q2,SOHU COM INC,SOHU,Final Revenue,US Dollar,"400,151,000"
156292,2014 Q3,SOHU COM INC,SOHU,Final Revenue,US Dollar,"430,415,000"
156300,2014 Q4,SOHU COM INC,SOHU,Final Revenue,US Dollar,"477,196,000"
156309,2015 Q1,SOHU COM INC,SOHU,Final Revenue,US Dollar,"455,332,000"
156318,2015 Q2,SOHU COM INC,SOHU,Final Revenue,US Dollar,"493,566,000"
156327,2015 Q3,SOHU COM INC,SOHU,Final Revenue,US Dollar,"522,090,000"
156336,2015 Q4,SOHU COM INC,SOHU,Final Revenue,US Dollar,"466,103,000"
156346,2016 Q1,SOHU COM INC,SOHU,Final Revenue,US Dollar,"407,952,000"
156355,2016 Q2,SOHU COM INC,SOHU,Final Revenue,US Dollar,"420,138,000"
156364,2016 Q3,SOHU COM INC,SOHU,Final Revenue,US Dollar,"410,582,000"
156373,2016 Q4,SOHU COM INC,SOHU,Final Revenue,US Dollar,"411,759,000"
156385,2014 Q3,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"66,969,000"
156391,2014 Q4,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"73,290,000"
156397,2015 Q1,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"86,399,000"
156404,2015 Q2,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"98,420,000"
156413,2015 Q3,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"115,054,000"
156422,2015 Q4,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"124,832,000"
156431,2016 Q1,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"125,205,000"
156440,2016 Q2,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"124,752,000"
156449,2016 Q3,SolarEdge Technologies Inc,SEDG,Final Revenue,US Dollar,"128,484,000"
156463,2014 Q1,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"910,597"
156472,2014 Q2,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"1,418,248"
156481,2014 Q3,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"2,787,709"
156490,2014 Q4,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"1,926,462"
156500,2015 Q1,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"816,286"
156509,2015 Q2,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"1,099,827"
156518,2015 Q3,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"3,879,675"
156527,2015 Q4,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"2,972,602"
156537,2016 Q1,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"2,630,986"
156546,2016 Q2,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"3,160,050"
156555,2016 Q3,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"2,959,254"
156564,2016 Q4,"SOLIGENIX, INC.","SNGX, SNGXW",Final Revenue,US Dollar,"1,698,504"
156573,2014 Q1,SONIC CORP,SONC,Final Revenue,US Dollar,"109,741,000"
156580,2014 Q2,SONIC CORP,SONC,Final Revenue,US Dollar,"152,187,000"
156587,2014 Q3,SONIC CORP,SONC,Final Revenue,US Dollar,"163,769,000"
156595,2014 Q4,SONIC CORP,SONC,Final Revenue,US Dollar,"139,856,000"
156602,2015 Q1,SONIC CORP,SONC,Final Revenue,US Dollar,"126,219,000"
156609,2015 Q2,SONIC CORP,SONC,Final Revenue,US Dollar,"164,748,000"
156616,2015 Q3,SONIC CORP,SONC,Final Revenue,US Dollar,"175,266,000"
156624,2015 Q4,SONIC CORP,SONC,Final Revenue,US Dollar,"145,803,000"
156631,2016 Q1,SONIC CORP,SONC,Final Revenue,US Dollar,"133,160,000"
156638,2016 Q2,SONIC CORP,SONC,Final Revenue,US Dollar,"165,239,000"
156645,2016 Q3,SONIC CORP,SONC,Final Revenue,US Dollar,"162,118,000"
156653,2016 Q4,SONIC CORP,SONC,Final Revenue,US Dollar,"129,551,000"
156660,2014 Q1,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"8,878,000"
156669,2014 Q2,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"11,267,000"
156678,2014 Q3,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"8,479,000"
156688,2014 Q4,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"8,741,000"
156697,2015 Q1,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"8,106,000"
156706,2015 Q2,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"10,556,000"
156715,2015 Q3,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"9,056,000"
156725,2015 Q4,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"9,091,000"
156734,2016 Q1,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"9,612,000"
156743,2016 Q2,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"9,817,000"
156752,2016 Q3,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"9,455,000"
156762,2016 Q4,SONIC FOUNDRY INC,SOFO,Final Revenue,US Dollar,"9,307,000"
156771,2014 Q1,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"2,914,000"
156781,2014 Q2,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,392,000"
156790,2014 Q3,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,264,000"
156799,2014 Q4,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,218,000"
156808,2015 Q1,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,980,000"
156818,2015 Q2,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,680,000"
156827,2015 Q3,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"4,054,000"
156836,2015 Q4,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"2,483,000"
156845,2016 Q1,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"-848,000"
156855,2016 Q2,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,811,000"
156864,2016 Q3,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"4,108,000"
156873,2016 Q4,"Sonoma Pharmaceuticals, Inc.","SNOA, SNOAW",Final Revenue,US Dollar,"3,361,000"
156882,2014 Q1,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"70,742,000"
156891,2014 Q2,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"75,570,000"
156900,2014 Q3,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"73,216,000"
156909,2014 Q4,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"76,798,000"
156917,2015 Q1,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"50,145,000"
156926,2015 Q2,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"54,701,000"
156935,2015 Q3,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"67,862,000"
156944,2015 Q4,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"76,326,000"
156952,2016 Q1,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"59,151,000"
156961,2016 Q2,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"60,857,000"
156970,2016 Q3,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"65,011,000"
156979,2016 Q4,SONUS NETWORKS INC,SONS,Final Revenue,US Dollar,"67,572,000"
157051,2014 Q1,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"49,993,289"
157060,2014 Q2,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"65,723,746"
157069,2014 Q3,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"58,702,505"
157078,2014 Q4,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"63,235,325"
157079,2014 Q4,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"63,235,325"
157093,2015 Q1,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"52,197,966"
157102,2015 Q2,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"59,274,878"
157111,2015 Q3,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"50,323,832"
157120,2015 Q4,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"56,860,210"
157130,2016 Q1,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"53,836,728"
157139,2016 Q2,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"73,535,732"
157148,2016 Q3,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"61,878,492"
157157,2016 Q4,SORL Auto Parts Inc,SORL,Final Revenue,US Dollar,"82,869,552"
157167,2014 Q1,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"976,000"
157175,2014 Q2,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"775,000"
157183,2014 Q3,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"1,276,000"
157190,2014 Q4,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"798,000"
157198,2015 Q1,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"977,000"
157206,2015 Q2,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"1,173,000"
157214,2015 Q3,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"1,103,000"
157221,2015 Q4,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"1,337,000"
157229,2016 Q1,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"988,000"
157236,2016 Q2,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"902,000"
157243,2016 Q3,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"2,243,000"
157250,2016 Q4,"Sorrento Therapeutics, Inc.",SRNE,Final Revenue,US Dollar,"4,019,000"
157258,2014 Q1,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"25,010,389"
157265,2014 Q2,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"36,339,701"
157272,2014 Q3,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"31,764,453"
157278,2014 Q4,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"29,825,377"
157285,2015 Q1,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"30,975,630"
157292,2015 Q2,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"36,865,108"
157298,2015 Q3,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"33,941,875"
157304,2015 Q4,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"36,750,863"
157311,2016 Q1,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"37,810,144"
157317,2016 Q2,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"41,824,954"
157323,2016 Q3,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"37,275,312"
157329,2016 Q4,Sotherly Hotels Inc.,"SOHO, SOHOB",Final Revenue,US Dollar,"35,935,342"
157333,2014 Q1,SOTHERLY HOTELS LP,SOHOM,Final Revenue,US Dollar,"25,010,389"
157335,2014 Q2,SOTHERLY HOTELS LP,SOHOM,Final Revenue,US Dollar,"36,339,701"
157337,2014 Q3,SOTHERLY HOTELS LP,SOHOM,Final Revenue,US Dollar,"31,764,453"
157341,2014 Q4,SOTHERLY HOTELS LP,SOHOM,Final Revenue,US Dollar,"29,825,377"
157819,2014 Q1,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"14,708,529"
157828,2014 Q2,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"13,250,985"
157837,2014 Q3,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"13,044,584"
157845,2014 Q4,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"15,721,000"
157852,2015 Q1,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"15,034,000"
157861,2015 Q2,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"15,813,474"
157868,2015 Q3,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"17,747,000"
157876,2015 Q4,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"21,452,182"
157885,2016 Q1,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"14,852,629"
157894,2016 Q2,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"15,347,000"
157903,2016 Q3,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"15,975,000"
157913,2016 Q4,SPAN AMERICA MEDICAL SYSTEMS INC,SPAN,Final Revenue,US Dollar,"15,222,630"
157923,2014 Q1,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"28,036,000"
157932,2014 Q2,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"30,924,000"
157941,2014 Q3,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"31,009,000"
157950,2014 Q4,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"32,052,000"
157960,2015 Q1,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"29,266,000"
157969,2015 Q2,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"29,467,000"
157978,2015 Q3,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"28,269,000"
157987,2015 Q4,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"32,277,000"
157997,2016 Q1,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"26,611,000"
158006,2016 Q2,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"29,732,000"
158015,2016 Q3,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"33,438,000"
158024,2016 Q4,SPAR GROUP INC,SGRP,Final Revenue,US Dollar,"44,543,000"
158034,2014 Q1,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"105,976,000"
158039,2014 Q2,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"65,940,000"
158045,2014 Q3,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"68,217,000"
158052,2014 Q4,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"82,743,000"
158060,2015 Q1,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"101,803,000"
158067,2015 Q2,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"70,243,000"
158074,2015 Q3,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"91,267,000"
158081,2015 Q4,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"94,840,000"
158089,2016 Q1,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"110,546,000"
158096,2016 Q2,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"76,187,000"
158103,2016 Q3,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"158,094,000"
158110,2016 Q4,"Spark Energy, Inc.","SPKE, SPKEP",Final Revenue,US Dollar,"201,870,000"
158117,2014 Q1,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"20,000"
158121,2014 Q2,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,0
158125,2014 Q3,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,0
158130,2014 Q4,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"613,932"
158138,2015 Q1,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"2,274,467"
158145,2015 Q2,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"1,288,629"
158152,2015 Q3,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"1,302,789"
158159,2015 Q4,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"17,197,789"
158167,2016 Q1,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"1,288,628"
158174,2016 Q2,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"1,288,629"
158181,2016 Q3,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"1,302,789"
158188,2016 Q4,"Spark Therapeutics, Inc.",ONCE,Final Revenue,US Dollar,"16,302,789"
158196,2014 Q1,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"127,959,000"
158205,2014 Q2,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"115,795,000"
158214,2014 Q3,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"144,239,000"
158223,2014 Q4,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"118,771,000"
158233,2015 Q1,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"128,372,000"
158242,2015 Q2,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"144,824,000"
158251,2015 Q3,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"136,572,000"
158260,2015 Q4,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"140,647,000"
158270,2016 Q1,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"133,726,000"
158279,2016 Q2,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"162,537,000"
158288,2016 Q3,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"148,664,000"
158297,2016 Q4,SPARTAN MOTORS INC,SPAR,Final Revenue,US Dollar,"145,850,000"
158307,2014 Q1,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"40,096,000"
158315,2014 Q2,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"46,855,000"
158323,2014 Q3,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"47,916,000"
158331,2014 Q4,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"51,670,000"
158339,2015 Q1,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"38,413,000"
158347,2015 Q2,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"35,144,000"
158355,2015 Q3,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"28,457,000"
158363,2015 Q4,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"34,837,000"
158371,2016 Q1,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"35,241,000"
158379,2016 Q2,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"30,887,000"
158387,2016 Q3,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"30,272,000"
158395,2016 Q4,SPECTRUM PHARMACEUTICALS INC,SPPI,Final Revenue,US Dollar,"35,236,000"
158403,2014 Q1,SPHERIX INC,SPEX,Final Revenue,US Dollar,"4,000"
158410,2014 Q2,SPHERIX INC,SPEX,Final Revenue,US Dollar,"3,000"
158417,2014 Q3,SPHERIX INC,SPEX,Final Revenue,US Dollar,"2,000"
158424,2014 Q4,SPHERIX INC,SPEX,Final Revenue,US Dollar,"1,000"
158432,2015 Q1,SPHERIX INC,SPEX,Final Revenue,US Dollar,"2,000"
158439,2015 Q2,SPHERIX INC,SPEX,Final Revenue,US Dollar,0
158446,2015 Q3,SPHERIX INC,SPEX,Final Revenue,US Dollar,0
158453,2015 Q4,SPHERIX INC,SPEX,Final Revenue,US Dollar,"31,000"
158461,2016 Q1,SPHERIX INC,SPEX,Final Revenue,US Dollar,"72,000"
158468,2016 Q2,SPHERIX INC,SPEX,Final Revenue,US Dollar,"177,000"
158475,2016 Q3,SPHERIX INC,SPEX,Final Revenue,US Dollar,"314,000"
158489,2014 Q1,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"437,987,000"
158497,2014 Q2,"Spirit Airlines, Inc.",SAVE,Final Revenue,US Dollar,"499,337,000"
